      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2021 MAR 22   13 01 44.6 39.8355 21.9992    5         0.5
 2021 MAR 22   13 16 11.4 39.8158 21.9585    7         2.3
 2021 MAR 22   13 27 17.7 38.1239 21.2856   15         1.4
 2021 MAR 22   13 38 58.4 39.8286 21.9960    5         1.2
 2021 MAR 22   13 39 48.6 39.8186 22.0509    9         0.8
 2021 MAR 22   13 40 11.2 39.8318 22.0432    8         1.2
 2021 MAR 22   13 59 48.5 39.6199 22.1361    8         1.9
 2021 MAR 22   14 15 23.5 39.7050 22.1581   10         1.8
 2021 MAR 22   14 16 55.8 39.8442 22.0363    7         1.9
 2021 MAR 22   14 38 22.1 38.3025 21.4943   21         1.3
 2021 MAR 22   14 43 30.4 37.8323 26.7197    9         2.0
 2021 MAR 22   14 50 58.1 39.8305 21.9081    6         2.0
 2021 MAR 22   15 25 00.3 39.7014 22.0848    9         1.3
 2021 MAR 22   15 39 02.9 38.3034 22.0912   17         1.7
 2021 MAR 22   15 44 29.2 39.7646 22.1342    8         2.2
 2021 MAR 22   15 59 16.3 39.7801 22.0903   10         2.6
 2021 MAR 22   16 06 00.7 39.7746 22.1040   10         1.9
 2021 MAR 22   16 16 39.1 38.0708 22.2826   12         2.1
 2021 MAR 22   16 43 51.4 38.4714 21.6605    9         1.0
 2021 MAR 22   16 44 13.6 39.7115 22.1983   10         1.6
 2021 MAR 22   16 45 14.7 39.8309 22.0001    6         1.2
 2021 MAR 22   16 51 37.7 39.7884 22.0546    8         2.5
 2021 MAR 22   16 56 22.4 38.0795 22.3105    8         1.8
 2021 MAR 22   17 16 25.1 39.8067 21.9411    5         1.5
 2021 MAR 22   17 21 54.4 39.7719 22.0921   11         1.8
 2021 MAR 22   17 29 17.2 38.0539 22.2830   14         1.6
 2021 MAR 22   17 40 57.7 39.7710 22.0930    9         1.1
 2021 MAR 22   17 41 19.3 38.0617 22.2908   12         1.5
 2021 MAR 22   17 44 58.2 38.0617 22.2862   13         1.8
 2021 MAR 22   17 46 26.8 38.0557 22.2867   12         1.7
 2021 MAR 22   17 50 23.1 38.4682 21.6701   14         1.4
 2021 MAR 22   18 05 06.4 39.7298 22.1361    9         1.6
 2021 MAR 22   18 14 56.5 36.5863 21.1615   20         2.9
 2021 MAR 22   18 41 26.5 39.7765 22.0921    6         1.3
 2021 MAR 22   18 41 55.9 39.7838 22.1013    8         1.8
 2021 MAR 22   18 51 45.6 39.7151 22.0738   10         1.4
 2021 MAR 22   18 58 59.6 38.0653 22.2844   13         2.6
 2021 MAR 22   19 10 34.2 38.0795 22.3068    5         1.6
 2021 MAR 22   19 11 24.2 37.4954 21.8839   14         2.3
 2021 MAR 22   19 15 37.3 39.7087 22.1626    9         1.8
 2021 MAR 22   19 23 05.4 39.7371 22.0940    5         1.6
 2021 MAR 22   19 28 53.4 39.7563 22.0665    6         1.4
 2021 MAR 22   19 34 33.0 39.7366 22.0889    4         2.0
 2021 MAR 22   19 46 53.7 39.7133 22.0638    9         1.5
 2021 MAR 22   19 52 39.2 39.7348 22.0944    6         1.3
 2021 MAR 22   19 53 00.5 39.7691 22.0683   10         1.4
 2021 MAR 22   19 53 21.9 39.7668 22.1594    9         2.0
 2021 MAR 22   20 02 32.2 35.0674 23.5703   17         2.3
 2021 MAR 22   20 27 02.6 38.3418 21.8550    8         1.4
 2021 MAR 22   20 28 47.5 39.7920 22.0061    6         1.5
 2021 MAR 22   20 30 24.6 38.0699 22.2963   11         1.7
 2021 MAR 22   20 34 58.5 39.7408 22.0876    7         1.7
 2021 MAR 22   20 43 30.4 39.7911 22.0564    9         1.2
 2021 MAR 22   20 45 58.7 38.0681 22.2926   11         1.8
 2021 MAR 22   20 53 59.6 34.3176 26.6125   13         2.5
 2021 MAR 22   20 54 41.4 38.0461 21.6353   26         1.4
 2021 MAR 22   20 56 09.6 39.7975 22.0711    8         1.4
 2021 MAR 22   21 02 55.9 38.9932 21.2704   34         1.9
 2021 MAR 22   21 05 04.4 38.0772 22.2908   10         1.9
 2021 MAR 22   21 27 05.5 39.8717 21.9099    3         2.3
 2021 MAR 22   21 32 15.4 39.7783 22.0500    4         1.8
 2021 MAR 22   21 48 07.5 38.0612 22.2977   13         1.7
 2021 MAR 22   21 56 03.3 38.3707 21.8930    7         1.4
 2021 MAR 22   22 03 24.8 38.0603 22.2839   14         1.9
 2021 MAR 22   22 16 57.1 38.0653 22.2945   13         2.0
 2021 MAR 22   22 47 32.0 38.0690 22.2871   11         2.2
 2021 MAR 22   22 55 52.4 37.3705 21.5996   20         2.2
 2021 MAR 22   23 15 18.6 37.9033 20.7481   20         2.2
 2021 MAR 22   23 49 53.2 39.7957 22.0546   10         1.4
 2021 MAR 22   23 58 28.6 38.0717 22.2945   10         1.5
 2021 MAR 23   00 08 03.0 40.1299 21.0054   14         4.3
 2021 MAR 23   00 27 44.8 38.0685 22.3032   10         1.6
 2021 MAR 23   00 34 59.5 37.8470 21.1002   27         1.9
 2021 MAR 23   00 39 15.8 39.5998 22.2176    8         1.7
 2021 MAR 23   01 33 35.1 38.3981 21.9717    7         1.4
 2021 MAR 23   01 39 13.5 37.3576 21.6179   25         2.0
 2021 MAR 23   01 54 43.2 38.0708 22.2917   11         1.7
 2021 MAR 23   02 07 39.7 39.7371 22.1654    8         1.7
 2021 MAR 23   02 11 47.9 38.1203 21.9456   16         2.0
 2021 MAR 23   02 15 40.5 38.4586 21.6641    8         1.3
 2021 MAR 23   02 18 24.4 39.7224 22.1095    6         1.4
 2021 MAR 23   02 34 25.8 39.7412 22.1631    8         1.9
 2021 MAR 23   02 36 23.1 36.0883 27.5665   35         3.0
 2021 MAR 23   02 49 17.3 39.7380 22.1626    7         1.8
 2021 MAR 23   02 52 18.9 37.6840 22.0468    7         2.7
 2021 MAR 23   03 08 10.8 39.7691 22.0811    6         1.4
 2021 MAR 23   03 32 51.0 39.8730 21.9434    6         1.4
 2021 MAR 23   03 44 26.7 39.8094 22.0070    8         2.2
 2021 MAR 23   04 06 08.3 39.7939 21.9740    6         1.4
 2021 MAR 23   04 12 28.2 38.0777 22.3105    8         1.2
 2021 MAR 23   04 32 31.9 38.0672 22.2881   11         1.5
 2021 MAR 23   04 37 09.0 38.0672 22.2844   13         1.4
 2021 MAR 23   04 44 48.7 39.7224 22.1132    7         2.6
 2021 MAR 23   04 58 54.8 37.6826 22.0518   15         1.7
 2021 MAR 23   05 06 23.9 38.0658 22.2894   10         1.8
 2021 MAR 23   05 23 14.4 39.7234 22.1077    6         1.1
 2021 MAR 23   05 24 24.7 36.3556 24.3109   77         2.8
 2021 MAR 23   05 56 07.1 39.7110 22.2098    7         1.7
 2021 MAR 23   06 00 06.9 39.8076 21.9365    4         1.3
 2021 MAR 23   06 05 57.0 38.5707 21.5904   17         2.2
 2021 MAR 23   06 30 14.8 39.7353 22.1114    6         1.3
 2021 MAR 23   07 17 31.9 34.7250 24.9142   11         2.7
 2021 MAR 23   07 22 33.8 39.7270 22.1132    5         2.5
 2021 MAR 23   07 33 02.1 38.3611 22.1599   10         1.8
 2021 MAR 23   07 40 55.9 39.7948 22.0198    6         1.6
 2021 MAR 23   07 41 14.1 39.7911 22.0711    7         2.1
 2021 MAR 23   07 51 24.5 38.0800 22.3000    6         1.7
 2021 MAR 23   08 03 25.3 39.6721 22.1983    6         1.6
 2021 MAR 23   08 06 01.9 39.6767 22.2093    5         1.2
 2021 MAR 23   08 24 34.6 39.7838 21.9878    6         2.2
 2021 MAR 23   08 29 41.4 39.7691 22.0848    8         2.0
 2021 MAR 23   08 36 32.1 38.0672 22.2890   12         2.4
 2021 MAR 23   10 09 15.5 38.0635 22.2826   13         1.8
 2021 MAR 23   10 11 22.9 39.6291 22.2185    9         1.1
 2021 MAR 23   10 26 12.4 38.0635 22.2881   10         1.4
 2021 MAR 23   10 37 54.9 38.7950 20.9184   19         1.7
 2021 MAR 23   10 53 21.3 39.6071 22.2523    6         1.7
 2021 MAR 23   12 09 53.5 39.7609 22.0949    6         1.4
 2021 MAR 23   12 22 27.2 39.7348 22.1017    5         1.5
 2021 MAR 23   12 32 34.1 39.7801 21.9823    7         2.2
 2021 MAR 23   12 58 14.0 38.0594 22.2830   11         1.4
 2021 MAR 23   13 04 23.4 38.0576 22.2849   14         1.6
 2021 MAR 23   13 10 07.9 39.7733 22.0432    4         1.3
 2021 MAR 23   13 27 07.0 38.3510 21.7525   14         1.6
 2021 MAR 23   13 30 35.3 38.0704 22.2922   11         3.0
 2021 MAR 23   13 35 06.1 38.0695 22.2968   11         1.7
 2021 MAR 23   13 41 43.1 38.0873 22.3073    7         1.9
 2021 MAR 23   13 54 21.6 38.0782 22.3146    8         1.8
 2021 MAR 23   13 54 32.8 39.7444 22.1132    8         1.8
 2021 MAR 23   14 13 09.4 39.7243 22.1068    3         1.1
 2021 MAR 23   15 04 55.7 38.3432 21.8509    9         1.4
 2021 MAR 23   15 16 21.8 39.7701 22.0958    9         2.1
 2021 MAR 23   15 22 19.1 38.0598 22.2981   12         2.0
 2021 MAR 23   15 30 15.7 38.0795 22.2830    9         2.1
 2021 MAR 23   15 31 36.9 39.8131 21.9987    9         2.1
 2021 MAR 23   15 55 41.4 39.8341 22.0125    7         1.9
 2021 MAR 23   16 20 38.7 38.0667 22.2922   10         1.8
 2021 MAR 23   16 31 00.1 38.1876 25.9250   26         2.5
 2021 MAR 23   16 37 19.5 38.0544 22.2816   13         2.2
 2021 MAR 23   16 42 05.3 39.7939 21.9456    4         1.8
 2021 MAR 23   16 52 12.7 38.0598 22.2972   10         2.3
 2021 MAR 23   16 58 39.1 37.8030 21.1954   22         2.1
 2021 MAR 23   17 06 40.5 38.0708 22.3018   12         1.7
 2021 MAR 23   17 10 37.5 39.6318 22.2478    7         1.7
 2021 MAR 23   17 16 37.8 38.0667 22.2867   10         2.0
 2021 MAR 23   17 17 32.8 38.0772 22.2990   10         2.7
 2021 MAR 23   17 33 29.9 39.7874 22.0097    5         1.3
 2021 MAR 23   17 46 10.2 39.7078 22.0738   11         2.9
 2021 MAR 23   18 01 18.9 39.5645 22.2208    6         1.3
 2021 MAR 23   18 05 40.3 38.0594 22.2940   10         2.7
 2021 MAR 23   18 12 55.5 38.0836 22.3228    5         2.8
 2021 MAR 23   18 22 43.9 38.0795 22.2958    9         2.1
 2021 MAR 23   18 50 16.1 38.0704 22.2794    9         2.1
 2021 MAR 23   19 26 44.3 39.7778 22.0972    7         1.4
 2021 MAR 23   19 41 51.6 38.0489 22.2917   14         1.5
 2021 MAR 23   19 42 55.2 38.0804 22.3077    9         1.7
 2021 MAR 23   19 47 43.8 38.0466 22.2958    9         1.6
 2021 MAR 23   19 56 54.7 39.8351 22.0399    7         1.8
 2021 MAR 23   20 05 19.2 38.0571 22.2972   14         1.6
 2021 MAR 23   20 05 26.5 38.0534 22.2835   11         2.1
 2021 MAR 23   20 13 25.3 34.2856 25.2768   13         2.8
 2021 MAR 23   20 13 32.9 39.7948 22.0006    9         1.1
 2021 MAR 23   20 15 00.6 39.7806 22.0633    6         1.5
 2021 MAR 23   20 34 48.3 38.0617 22.2990   12         1.6
 2021 MAR 23   20 36 47.9 38.0736 22.2990    9         1.4
 2021 MAR 23   20 38 20.9 39.8012 22.0143    9         2.3
 2021 MAR 23   21 05 21.5 38.3698 21.9452   10         2.4
 2021 MAR 23   21 16 51.6 38.0635 22.2789   14         2.1
 2021 MAR 23   21 41 05.8 39.7874 22.0207    7         1.7
 2021 MAR 23   21 42 23.4 38.0690 22.2954   10         1.8
 2021 MAR 23   21 43 23.7 38.0598 22.2881   12         1.7
 2021 MAR 23   21 47 34.7 39.8094 22.0253    5         1.9
 2021 MAR 23   21 52 38.4 39.7820 21.9667    8         1.4
 2021 MAR 23   21 53 06.8 38.3775 21.9603   13         1.5
 2021 MAR 23   22 06 13.4 39.7884 22.0308    7         1.5
 2021 MAR 23   22 10 34.2 39.7774 22.0546    6         1.4
 2021 MAR 23   22 15 55.1 38.0516 22.2661   11         1.7
 2021 MAR 23   22 40 23.7 38.5263 22.1237   18         1.3
 2021 MAR 23   22 51 23.7 39.6112 22.3004    5         2.0
 2021 MAR 23   23 19 23.6 39.7993 22.0042    8         1.6
 2021 MAR 23   23 30 31.6 38.0516 22.2917   13         1.6
 2021 MAR 23   23 32 53.1 39.7641 22.0816    5         1.5
 2021 MAR 23   23 50 55.6 39.8058 21.9878    7         1.3
 2021 MAR 24   00 25 20.7 39.7032 22.0747   10         2.2
 2021 MAR 24   00 32 57.1 38.0635 22.2881   12         1.4
 2021 MAR 24   00 45 41.9 39.7714 22.1237    9         1.1
 2021 MAR 24   00 46 20.2 39.7856 22.0821    9         1.1
 2021 MAR 24   00 51 00.4 39.8067 21.9136    9         2.3
 2021 MAR 24   01 04 19.2 38.1084 23.7749   11         0.8
 2021 MAR 24   01 04 37.2 39.8067 22.0271   10         1.6
 2021 MAR 24   01 20 32.5 39.3494 20.5554   40         1.6
 2021 MAR 24   01 33 34.3 39.7810 22.0116    6         2.1
 2021 MAR 24   01 42 42.0 38.0576 22.2794   13         1.6
 2021 MAR 24   01 57 14.1 39.2610 23.7273   15         2.5
 2021 MAR 24   02 23 44.0 39.3040 20.9322   13         2.9
 2021 MAR 24   02 23 53.8 39.8021 22.0024    8         1.5
 2021 MAR 24   02 25 50.4 38.3601 22.1782   11         2.1
 2021 MAR 24   02 41 46.6 39.7957 21.9484    6         2.0
 2021 MAR 24   02 49 43.4 39.7334 22.0949    5         1.1
 2021 MAR 24   02 50 59.8 38.0539 22.2867   13         2.2
 2021 MAR 24   02 57 12.7 38.0434 22.2762   16         1.9
 2021 MAR 24   02 57 17.6 38.0763 22.4657   15         2.5
 2021 MAR 24   03 00 37.6 39.8383 22.0624   12         1.1
 2021 MAR 24   03 14 11.7 39.7646 22.0866    9         1.7
 2021 MAR 24   03 16 37.1 39.7481 22.0848    7         1.9
 2021 MAR 24   03 21 06.3 38.0571 22.2890   14         1.6
 2021 MAR 24   03 21 42.2 38.0585 22.2894   15         1.9
 2021 MAR 24   04 20 38.7 38.3990 22.1393   10         1.6
 2021 MAR 24   04 22 52.7 37.5247 20.6900   18         2.4
 2021 MAR 24   04 41 01.0 38.0470 22.2862   14         1.5
 2021 MAR 24   04 46 10.2 39.5934 22.2771   13         1.7
 2021 MAR 24   04 54 16.0 38.0548 22.2858   14         1.4
 2021 MAR 24   04 58 17.7 38.4073 22.0340   12         1.1
 2021 MAR 24   05 04 11.2 38.0772 22.3064    8         1.8
 2021 MAR 24   05 34 47.6 39.4208 20.3119   35         2.0
 2021 MAR 24   06 11 50.1 38.0782 22.3073    7         1.5
 2021 MAR 24   07 03 45.7 39.3640 20.8484   48         1.7
 2021 MAR 24   07 59 36.7 39.7906 21.9781    6         1.8
 2021 MAR 24   08 02 35.1 38.3029 23.6783    8         2.8
 2021 MAR 24   08 16 10.1 39.0005 21.5414   25         1.6
 2021 MAR 24   08 28 15.1 39.6909 22.1896    5         1.1
 2021 MAR 24   08 29 16.1 38.0667 22.2995    8         2.7
 2021 MAR 24   08 40 59.6 36.9507 22.8589   41         2.4
 2021 MAR 24   08 42 32.4 39.0555 24.6909   18         3.4
 2021 MAR 24   08 59 15.0 39.8305 21.9420    2         3.0
 2021 MAR 24   09 37 50.0 38.9822 22.3782    8         2.3
 2021 MAR 24   09 46 19.1 38.0740 22.3105    8         1.8
 2021 MAR 24   10 10 19.6 38.9955 22.3851   15         2.7
 2021 MAR 24   10 53 53.8 39.7641 22.0688    8         1.8
 2021 MAR 24   11 40 16.3 38.3121 21.3528   10         1.8
 2021 MAR 24   11 51 23.2 39.7023 22.0839    7         1.3
 2021 MAR 24   12 13 25.4 39.7755 22.0839    5         1.0
 2021 MAR 24   12 13 54.4 39.8003 22.0345    7         1.4
 2021 MAR 24   12 14 42.0 39.7728 22.0766    5         1.2
 2021 MAR 24   12 38 10.0 39.6909 22.1915    7         1.7
 2021 MAR 24   12 40 10.4 39.8666 21.9003    6         1.6
 2021 MAR 24   12 46 59.7 39.8758 21.9333    6         1.5
 2021 MAR 24   13 13 11.0 39.8946 21.8788    6         2.0
 2021 MAR 24   13 46 36.1 39.8067 21.9695    9         1.7
 2021 MAR 24   14 21 38.6 38.0772 22.3210    7         1.6
 2021 MAR 24   14 29 11.8 39.6602 22.2762    7         2.1
 2021 MAR 24   14 47 27.5 39.7197 22.1901    8         1.2
 2021 MAR 24   14 59 05.1 39.8030 21.9960    8         1.6
 2021 MAR 24   15 24 48.5 39.7261 22.1407    6         1.6
 2021 MAR 24   15 27 31.6 39.7289 22.1352    6         2.1
 2021 MAR 24   15 49 39.4 38.6073 20.5870   15         3.3
 2021 MAR 24   16 12 11.8 39.8250 22.0399    6         1.8
 2021 MAR 24   16 43 08.3 38.3070 21.9292    6         1.3
 2021 MAR 24   16 49 18.4 39.8373 22.0303    8         1.4
 2021 MAR 24   17 18 07.8 37.8154 27.0296   10         2.8
 2021 MAR 24   17 26 47.8 34.7424 24.7229   10         2.0
 2021 MAR 24   17 39 22.5 39.7426 22.1306    9         1.8
 2021 MAR 24   17 56 19.2 37.4300 21.6801    6         2.1
 2021 MAR 24   18 00 46.1 39.8067 22.0610    9         1.6
 2021 MAR 24   18 06 09.5 39.7220 20.3165    6         2.7
 2021 MAR 24   18 19 51.2 39.8763 21.9264    8         3.2
 2021 MAR 24   19 37 56.6 39.8387 22.0015    6         1.6
 2021 MAR 24   19 42 55.2 36.5227 25.5592   15         2.3
 2021 MAR 24   19 44 16.4 39.7220 22.1292    6         1.3
 2021 MAR 24   20 07 25.9 39.8698 21.9484   10         1.7
 2021 MAR 24   20 26 30.4 38.0626 22.3082   12         1.6
 2021 MAR 24   20 45 01.3 38.0644 22.3027    9         1.7
 2021 MAR 24   21 34 03.1 39.6538 22.2267    8         3.2
 2021 MAR 24   21 57 45.2 39.6240 22.2510    6         2.5
 2021 MAR 24   22 01 57.4 39.6959 22.1947    9         2.3
 2021 MAR 24   22 18 47.8 34.8276 24.8483   19         2.5
 2021 MAR 24   22 27 50.3 38.3720 22.0830   12         1.0
 2021 MAR 24   23 02 35.0 39.8396 21.9914   12         2.0
 2021 MAR 24   23 13 33.5 39.7664 22.1205    7         1.7
 2021 MAR 24   23 16 25.3 39.8305 21.9942   10         1.5
 2021 MAR 24   23 21 08.7 39.7334 22.1187    5         1.5
 2021 MAR 24   23 31 40.6 36.5250 25.5093   10         1.9
 2021 MAR 24   23 41 15.8 36.4810 25.4562   21         1.5
 2021 MAR 24   23 42 11.2 39.7362 22.1123    6         1.3
 2021 MAR 24   23 43 26.7 39.7334 22.1095    6         1.1
 2021 MAR 25   00 19 23.7 39.6208 22.2450    6         1.7
 2021 MAR 25   00 34 38.2 39.6240 22.1924    6         0.8
 2021 MAR 25   00 56 06.3 39.8003 21.9676    8         2.4
 2021 MAR 25   00 59 55.5 39.7810 22.0674    8         1.1
 2021 MAR 25   01 11 30.5 38.2796 22.0610    8         1.5
 2021 MAR 25   01 16 13.0 39.7316 22.1169    5         0.7
 2021 MAR 25   01 16 33.7 39.7998 22.0459   12         1.4
 2021 MAR 25   01 36 03.6 39.6240 22.2217    6         1.5
 2021 MAR 25   01 38 30.9 39.8438 22.0312    9         3.2
 2021 MAR 25   01 43 26.7 39.7426 22.0876    6         2.1
 2021 MAR 25   01 57 16.8 39.7618 22.1315    7         1.4
 2021 MAR 25   02 20 08.8 39.8424 22.0033   11         2.3
 2021 MAR 25   02 51 47.1 38.1670 22.7092   22         1.5
 2021 MAR 25   03 00 28.5 39.7719 22.1407    8         1.3
 2021 MAR 25   03 36 29.7 39.7769 22.1017    7         1.6
 2021 MAR 25   04 20 31.7 38.5387 21.6362    9         1.1
 2021 MAR 25   04 43 37.9 38.0800 22.3228    6         1.4
 2021 MAR 25   04 53 08.0 38.9328 26.0715    9         2.3
 2021 MAR 25   05 58 28.6 38.3244 22.1315   11         2.0
 2021 MAR 25   06 05 37.8 39.9655 24.3356   17         3.5
 2021 MAR 25   06 15 07.1 38.7598 23.4082   12         3.5
 2021 MAR 25   06 46 06.9 38.7657 23.3217   15         1.7
 2021 MAR 25   06 48 45.3 39.7000 22.1622    9         1.8
 2021 MAR 25   07 02 15.9 38.3505 22.2629   14         2.2
 2021 MAR 25   07 03 11.4 39.7000 22.1640    8         2.0
 2021 MAR 25   07 04 59.2 35.1764 23.2343   29         2.2
 2021 MAR 25   07 20 10.0 38.4164 22.0340   10         1.6
 2021 MAR 25   07 44 14.0 39.8222 22.1159    5         0.9
 2021 MAR 25   07 45 32.5 39.8030 21.9951    8         1.7
 2021 MAR 25   08 00 42.8 37.3453 20.7596   12         2.2
 2021 MAR 25   08 04 11.4 38.7804 23.3611   15         2.3
 2021 MAR 25   08 05 27.1 38.7740 23.3290   15         2.5
 2021 MAR 25   08 17 23.8 38.0763 22.3137    9         1.8
 2021 MAR 25   08 30 19.3 37.7747 21.3098   10         1.8
 2021 MAR 25   08 35 13.2 38.7740 23.3281   11         2.1
 2021 MAR 25   09 30 24.1 38.7827 23.3377   12         2.3
 2021 MAR 25   09 33 33.8 38.1587 23.9671   12         2.1
 2021 MAR 25   09 58 40.2 38.7794 23.3501   15         1.8
 2021 MAR 25   10 49 20.1 38.0672 22.3109   14         2.6
 2021 MAR 25   10 59 00.1 38.0594 22.3013   13         1.8
 2021 MAR 25   12 13 12.0 37.5339 20.6992    2         2.0
 2021 MAR 25   12 31 54.1 39.8222 22.0088    5         1.8
 2021 MAR 25   13 14 10.8 39.8305 22.0143    6         1.7
 2021 MAR 25   13 18 28.6 39.7343 22.2569   13         2.3
 2021 MAR 25   13 31 17.1 39.6950 22.1626    8         2.2
 2021 MAR 25   13 39 30.7 39.7865 22.0418    8         1.4
 2021 MAR 25   13 54 31.1 39.6135 22.2368    7         2.5
 2021 MAR 25   14 27 18.9 39.7426 22.1553    7         1.1
 2021 MAR 25   14 27 30.1 39.8039 21.9630    8         1.9
 2021 MAR 25   14 33 50.3 39.8149 21.9292    6         1.5
 2021 MAR 25   15 24 35.1 39.7710 22.0811    6         1.6
 2021 MAR 25   15 57 43.2 38.0443 22.2826   14         1.4
 2021 MAR 25   16 01 39.3 39.8643 21.8999    6         2.0
 2021 MAR 25   16 19 07.8 39.5174 23.6723   19         3.0
 2021 MAR 25   16 40 55.7 39.7966 21.9786    7         1.9
 2021 MAR 25   16 43 23.4 36.5460 27.0209  127         2.7
 2021 MAR 25   17 18 37.2 39.8058 22.0335    6         1.3
 2021 MAR 25   17 27 15.0 39.7646 22.0857    6         1.4
 2021 MAR 25   17 28 54.0 34.4046 25.9488   13         3.3
 2021 MAR 25   17 32 51.8 34.3222 25.6448   10         3.4
 2021 MAR 25   17 53 47.7 39.5329 23.6613   19         2.4
 2021 MAR 25   18 53 18.4 39.7307 22.0876    5         1.1
 2021 MAR 25   19 11 57.1 39.7929 22.0555    9         1.3
 2021 MAR 25   19 41 54.6 39.8259 22.0216    6         1.8
 2021 MAR 25   20 07 08.6 39.8415 21.9859    6         2.2
 2021 MAR 25   20 55 24.6 38.0951 27.4310   15         2.5
 2021 MAR 25   20 57 59.0 39.7719 22.0830    9         1.7
 2021 MAR 25   21 11 40.7 38.4251 21.9887    9         1.0
 2021 MAR 25   22 13 45.3 39.8076 21.9612    6         1.5
 2021 MAR 25   22 19 05.3 37.5723 22.6346   67         1.9
 2021 MAR 25   22 24 27.0 37.0404 21.2970   13         2.0
 2021 MAR 25   22 37 40.6 37.3956 22.0660   15         1.5
 2021 MAR 25   22 55 13.3 39.8062 21.9589    9         1.6
 2021 MAR 25   23 12 46.8 39.7426 22.1049    6         1.6
 2021 MAR 25   23 39 45.8 35.3165 27.2598   10         2.8
 2021 MAR 25   23 53 30.0 39.8094 22.0061    8         1.3
 2021 MAR 26   00 11 02.1 38.0626 22.2853   10         1.8
 2021 MAR 26   00 17 56.4 38.9328 26.0495   11         2.5
